post_url,post_date,text,total_reactions,likes,love,celebrate,comments,reposts,media_urls
https://www.linkedin.com/posts/ford-motor-company_blueovalbatterypark-hiring-ford-activity-7293323683962503171-LJPb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-06 18:44:29,"Ford BlueOval Battery Park Michigan celebrated a major construction milestone at the end of 2024. The Topping Out ceremony marked the completion of steel erection on the primary building and a key milestone in the construction of this state-of-the-art battery manufacturing facility.  As the facility's construction progresses, we're growing the team. Are you ready to tackle complex challenges and contribute to cutting-edge manufacturing? We're hiring passionate individuals to join us in revolutionizing the future of mobility.  Visit our careers page and apply today: http://spr.ly/6042I1GQu  #BlueOvalBatteryPark #Hiring #Ford #EV #Sustainability #JoinTheTeam #BOBPM",669,619,15,32,20,29,"https://media.licdn.com/dms/image/v2/D5610AQHQ5Oy8ftinug/image-shrink_1280/B56ZTcXO4UHsAQ-/0/1738863866062?e=1747479600&v=beta&t=lzKL0UbTkz-tMzlJ2pSOYvSRVO5ctCfuhGv144G0qD0, https://media.licdn.com/dms/image/v2/D5610AQE6jZQ4w8U0TA/image-shrink_1280/B56ZTcXPCTHoAM-/0/1738863866540?e=1747479600&v=beta&t=0hr9V120L0RL7AlaOLG1CmzSG1ObpzyVmUaubwI65Ug, https://media.licdn.com/dms/image/v2/D5610AQFSgZUsN9nRdA/image-shrink_1280/B56ZTcXPKjGUAU-/0/1738863867916?e=1747479600&v=beta&t=DUNblBu-RxIqbz2GS5OUFR_taSfT630zM1nb0_QiAO4, https://media.licdn.com/dms/image/v2/D5610AQHGfPA3MDq3EA/image-shrink_1280/B56ZTcXPdFGUAc-/0/1738863868574?e=1747479600&v=beta&t=udxqJqd8A1L9fx9gO0PkDx8TeaLs52dPYOZsdOftrJ0"
https://www.linkedin.com/posts/ford-motor-company_worldcancerday-activity-7292553864610762753-HS1-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-04 15:45:30,"""The Ford SupportBelt is a product that helped my mom, but it’s also a lifeline – a tangible reminder that someone cares, that there are people actively trying to make difficult situations better."" - Jackie Kovalcik   Read her story in honor of #WorldCancerDay: https://lnkd.in/e7A5Ci4P",618,521,49,28,14,25,"https://media.licdn.com/dms/image/v2/D4E22AQHWnl-4ws2R0w/feedshare-shrink_2048_1536/B4EZTRbFlgHcAo-/0/1738680329564?e=1749686400&v=beta&t=VrxnIdn_99UsPB0rB417HS_L5fagefeWKNjMScGY2gA, https://media.licdn.com/dms/image/v2/D4E22AQEu6t0JG_tEBA/feedshare-shrink_2048_1536/B4EZTRbFkrGwAo-/0/1738680327467?e=1749686400&v=beta&t=x1DgqIVWGHiYrAxFUP1F1WaHt0nS9lz-722ks04WaYs, https://media.licdn.com/dms/image/v2/D4E22AQF6LacCmdRN1Q/feedshare-shrink_1280/B4EZTRbFkrHgAs-/0/1738680327622?e=1749686400&v=beta&t=oQ7igA9WhoDF9t9HYWH_x38LL6gzdfxRovVl-sEfR7I"
https://www.linkedin.com/posts/ford-motor-company_weareford-innovation-softwareengineering-activity-7300173197633536000-AurI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-25 16:22:00,"You never know what will spark your career goals. Glad you decided to join us, Gargi!     Visit careers.ford.com for your chance to join the Ford team and make a career like Gargi.    #WeAreFord",159,139,8,12,28,4,
https://www.linkedin.com/posts/ford-motor-company_weareford-newhirespotlight-activity-7291202439825829891--Y4H?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-01-31 22:15:25,"“I have always loved the company and the people here, so when I was ready to return to the workforce, it was a given that I’d consider Ford,” says Emily Ferrara, integrated marketing manager for Ford Pass and Lincoln Way.  After relocating to another state and having children, she is thrilled to be back “engaging with former colleagues, using my expertise and working remotely, which provides a great work-life balance. My team is full of incredibly smart people to learn from, too.”  Emily is part of the Integrated Services team’s efforts to share all the great benefits customers can gain by downloading the Ford Pass and Lincoln Way apps. “I've been able to jump back in and apply my Ford-based knowledge, while learning something new and fresh about apps and the technology we offer. I’m also encouraged to see the use of AI and new ways of working that didn’t exist during my last tenure here. It's been fun, new and familiar at the same time!”  Emily calls herself “a Ford girl through and through”—her grandfather worked for Ford and her husband’s parents met on the assembly line in Wixom. “Our family was quite literally created from the blue oval in a sense, and I’m honored that I can add my chapter to our Ford story.”  As any parent knows, spare time is rare, but she has managed to pick up a hobby recently. As a new DIY enthusiast, she has accumulated a collection of power tools, saws and other equipment and is busy transforming her family’s home into their dream space (check out her handiwork in the pictures.) Next project: finishing the basement!  Whether you’re re-entering the workforce or looking for a new challenge, you can start your next chapter at Ford. Learn more at http://spr.ly/6044xWxYC   #WeAreFord #NewHireSpotlight",497,448,26,20,14,8,"https://media.licdn.com/dms/image/v2/D5610AQFWknpzcB7YAQ/image-shrink_1280/B56ZS.N6cvHQAM-/0/1738358107349?e=1747479600&v=beta&t=4ClVe3KMwmqaSwbnF6bpm8y3cMKnWzlWprFVTJEPvtk, https://media.licdn.com/dms/image/v2/D5610AQE68rCW1CVuHw/image-shrink_1280/B56ZS.N6p8GoAQ-/0/1738358108685?e=1747479600&v=beta&t=JnRs3rf2Wm7L1U4RtU1p65cYHbPL5PoQOqPK5VuGCWA, https://media.licdn.com/dms/image/v2/D5610AQH-jdPX6CSOIg/image-shrink_1280/B56ZS.N6.GHsAY-/0/1738358110284?e=1747479600&v=beta&t=qQ8TsPgfkNOpl5sLgqjv_veQKXcnH_dt3omSzRFRsYs, https://media.licdn.com/dms/image/v2/D5610AQHinDnd4VdYeA/image-shrink_1280/B56ZS.N7STHEAQ-/0/1738358114443?e=1747479600&v=beta&t=vES9HQ1tK47m9Rr8kak5SdxFregbmUSGe7Zj0wZOnzQ"
https://www.linkedin.com/posts/ford-motor-company_weareford-facesofford-activity-7289766371847024641-P_SQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-01-27 23:09:00,"Ford Australia’s Anqi Li says vehicles are so much more than just transportation now, and she uses her design expertise to give customers both practical solutions and stellar experiences. Find out which feature the interior designer is most proud of and what she designs when she’s not at work.  Would you like to work with visionary teammates like Anqi? Learn more at  careers.ford.com   #WeAreFord #FacesofFord",228,211,8,8,3,7,
https://www.linkedin.com/posts/ford-motor-company_weareford-volunteer-activity-7298717246787358721-YCId?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-21 15:56:35,These Ford Credit team members helped get winter coats to kids in need.    What would you do with your company-paid volunteer time?   #WeAreFord #FordCredit #FordofCanada,154,138,10,6,4,1,
https://www.linkedin.com/posts/ford-motor-company_ford-new-hire-alison-corporate-orientation-activity-7307755402417385472-Tf2X?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-03-18 14:30:59,"Alison Epler is one of the first faces you’ll see when you join Ford. As Ford’s corporate orientation facilitator, she’s greeted over 2,000 new employees – and gets to meet more every week! After working in education for most of her career, she was looking for a new chapter and she says she was pleased to find that Ford aligned with her values.  Ready to start a new chapter like Alison? Learn more at http://spr.ly/604809tK0   #WeAreFord #NewHireSpotlight",282,252,15,12,4,17,https://dms.licdn.com/playlist/vid/v2/D5610AQGld49lQfd0bg/mp4-720p-30fp-crf28/B56ZWpcnjjGQBs-/0/1742304656510?e=1747479600&v=beta&t=CfGcg_qSydHjUohWpfqK0zSrQqFqo8Ud7EvgxET3fFM
https://www.linkedin.com/posts/ford-motor-company_weareford-golions-activity-7286092745977339904-ucR2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-01-17 19:51:19,"Congratulations to the Detroit Lions on achieving No. 1 seed and back-to-back NFC North championships! What better way to celebrate than with Ford employee John Legardy’s original hype music “All Grit”?  Legardy, a door line operator at Flat Rock Assembly Plant, wrote the song as a favor to a friend who wanted a little something to get his Detroit Lions home-opener tailgate party going. Next thing he knew, Lions fans everywhere couldn’t get enough of the song.  Give it a listen: http://spr.ly/6044acuPg  This wasn’t a fluke – he got his start when he saw the need for clean hype songs before his son’s Little League football games, and ever since he’s been writing and composing music for professional sports teams and in every genre.  Would you like to work with talented teammates like John? Join us at http://spr.ly/6046acuPi   #WeAreFord #GoLions",697,645,19,31,13,15,"https://media.licdn.com/dms/image/v2/D5610AQGgZI7t-l4Fxg/image-shrink_1280/image-shrink_1280/0/1737139878854?e=1747479600&v=beta&t=6l7XEWgv7XNT6iWMa3vjFecTTVcWBaxJXumR17L4UH8, https://media.licdn.com/dms/image/v2/D5610AQGjM9dtiyRoUA/image-shrink_1280/image-shrink_1280/0/1737139879037?e=1747479600&v=beta&t=KPRmq2pYBez1RUm2ShXDtpnoyiabYKpw12fFjFX6pHg"
https://www.linkedin.com/posts/ford-motor-company_weareford-facesofford-activity-7285340050219839488-w-ij?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-01-15 18:00:23,"Kianna M. says accepting a full-time job in the Supply Chain Ford College Graduate program was an easy decision after finishing her MBA. Mateen says she gets to see her work on a global scale and truly feels she’s helping to “build a better world.” Find out more about Kianna, the freshman year paper that sparked her interest in Ford, and why she may look familiar to Metro Detroit drivers!  Would you like to launch a career with real impact? Learn more at  careers.ford.com.   #WeAreFord #FacesOfFord",383,338,20,24,18,13,
https://www.linkedin.com/posts/ford-motor-company_fordland-smartworkplaces-employeewellness-activity-7316565713966546946-zM9-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-04-11 23:00:01,"Work smarter, not harder, on site thanks to Ford Land’s thoughtful design.  Want to collaborate in state-of-the-art facilities? Learn more at www.careers.ford.com.   #WeAreFord #FordLand",308,287,11,7,9,8,
https://www.linkedin.com/posts/ford-motor-company_did-you-know-that-85-of-electric-vehicle-activity-7282749717459963904-fBxz?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-01-08 14:27:19,"Did you know that 85% of electric vehicle charging happens at home? After the successful launch in October last year, Ford Power Promise complimentary home charger and standard installation has been extended into 2025. The program has helped customers in all 50 states charge their Ford electric vehicles at home.   Read more from Stacey Ferreira , Director, Retail Execution & Innovation, on the insights driving how we’re supporting customers when choosing to go electric.",703,659,19,17,34,48,
https://www.linkedin.com/posts/ford-motor-company_ford-newhirespotlight-brian-fontaine-activity-7302387566152990720-7ayC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-03-03 19:01:07,"Account manager Brian Fontaine recently joined Ford Pro, and to him, Ford isn’t just another company – it’s quite literally the reason he exists!  Would you like to be part of a company with a long history and a bright future? Learn more at http://spr.ly/6040LqdVe  #WeAreFord #NewHireSpotlight",271,246,14,10,17,21,https://dms.licdn.com/playlist/vid/v2/D5610AQFmeJciStSxuA/mp4-720p-30fp-crf28/B56ZVdKqI9GoCA-/0/1741024862972?e=1747479600&v=beta&t=OKwalZ6htvTYSHOFQ4jBO05GnEtyeQz-sX9Emcl2u4Y
https://www.linkedin.com/posts/ford-motor-company_weareford-swe-activity-7278409343337672705-DhkC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2024-12-27 15:00:13,"Senior data engineer Vijetha Senigaram has been been recognized by a national organization for her work in making the critical data that Ford uses in Manufacturing and Supply Chain analytics accessible and easier to use. Not only that, the solution mitigates potential losses, increases efficiency and saves money for the company.  Senigaram, part of the Data Platform and Engineering team in Global Data Insights and Analytics, was recently honored with a Patent Recognition Award by the Society of Women Engineers for this work.  Senigaram’s innovative solution framework, which dates back to 2018, resolves the longstanding issue of data being rendered unusable in some analytics programs. She was granted a patent for her framework in 2023, and one of the projects supported by her solution earned a Henry Ford Technology Award, the company’s highest technical honor, in 2021. Congratulations, Vijetha!  Would you like to work with innovative technical experts like Vijetha? Learn more at http://spr.ly/6045QFw0l  #WeAreFord #SWE",336,298,16,21,28,7,"https://media.licdn.com/dms/image/v2/D5610AQGwbVUgxT41HA/image-shrink_1280/image-shrink_1280/0/1735308001712?e=1747479600&v=beta&t=-cu714_cJnCnKYnR87cxqcUHHov3tCJtqKnNjJ6rkOY, https://media.licdn.com/dms/image/v2/D5610AQFY45Xy0b9EnQ/image-shrink_1280/image-shrink_1280/0/1735308002940?e=1747479600&v=beta&t=mucNBZcScCU7Z0UjMoOhh_8QZCQHwct49lXew8ND9t4"
https://www.linkedin.com/posts/ford-motor-company_the-company-is-more-than-just-a-jobits-activity-7298768841990393856-uFz9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-21 19:21:36,"""The company is more than just a job—it’s an obligation, a way of life.""  Bill Ford’s leadership is built on timeless values—caring for people, communities, and the future. Congratulations, Bill for being recognized as Crain's Detroit Business 2024 Newsmaker of the year!   See more: https://lnkd.in/ekfhinT9",907,811,40,41,59,68,https://dms.licdn.com/playlist/vid/v2/D4E05AQE-R4ebnIbR3Q/mp4-720p-30fp-crf28/B4EZUpvMLQGgBk-/0/1740162094680?e=1747479600&v=beta&t=a48euKDAhMPGeSU6QbfOsEVw_ZreZBE7EIKMH_jGmeg
https://www.linkedin.com/posts/ford-motor-company_blackhistorymonth-weareford-activity-7297651076198027264-SBU2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2025-02-18 17:20:00,"“The little bits and pieces of information that the archives found for me shared with me helped me to understand more about him.”   Paula is a third-generation employee whose grandfather started at Ford in the 1920s. In celebration of Black History Month, we opened the Ford Archives to find a bit of info she can add to her family history research.   It’s an honor to shine light on stories like Paula’s. #BlackHistoryMonth #WeAreFord",237,203,20,12,8,13,https://dms.licdn.com/playlist/vid/v2/D4E05AQGZnnpa2G1_dA/mp4-720p-30fp-crf28/B4EZUZ23gWGwBk-/0/1739895597640?e=1747479600&v=beta&t=5hcDR1fqNVQbfH0D75fYqnUkAFyRcfLS2zHdYr9ty38
https://www.linkedin.com/posts/ford-motor-company_at-ford-we-care-about-being-a-good-neighbor-activity-7275182058425970688-mISb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVoVQBwS5V984XVmuyo77EUIIce7rnpa0,2024-12-18 17:16:09,"""At Ford, we care about being a good neighbor in the communities in which we operate, and this includes helping to protect vital natural resources."" Read more from Gabby Bruno on how we push ourselves to be a good neighbor in our manufacturing communities through conservation and prioritizing partnerships.",678,623,27,10,45,16,
