post_url,post_date,text,total_reactions,likes,love,celebrate,comments,reposts,media_urls
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-mdigurgaon-leadershipdevelopment-activity-7204838372392005633-BT_m?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-06-07 15:35:27,"Exciting News! Maruti Suzuki India Ltd recently hosted an impactful two-day 'Promotion and Role Change Workshop' at the prestigious Management Development Institute, Gurgaon. This event, held on May 9 and 10, was tailored for our newly promoted Deputy General Managers, preparing them with advanced leadership skills. The workshop began with an energizing keynote by Sanjiv Sinha, who encouraged our leaders to embrace innovation, think strategically, and lead with integrity. He emphasized the importance of fostering a culture of innovation and setting exemplary standards for respective teams. The highlight was a captivating session by Randhir Singh Kalsi, who shared his extensive experience and insights on navigating the fast-paced changes in the automotive industry. He explored emerging trends, effective change management, and the art of leading across generations, providing a comprehensive roadmap for future success. Success stories of the startups nurtured by him, with consistent focus on Customer centricity, were captivating for the participants. Feedback from participants was overwhelmingly positive! They were particularly inspired by the real-world stories shared by Mr. Kalsi, which added immense value to the learning experience. We are confident that this workshop has equipped our leaders with the critical skills and insights needed to drive Maruti Suzuki forward in the dynamic automotive landscape.  #marutisuzuki #MDIGurgaon #leadershipdevelopment #changemanagement #innovationculture",772,759,5,8,47,3,"https://media.licdn.com/dms/image/v2/D5622AQFOayGYlQ2Zng/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1719182711076?e=1749686400&v=beta&t=lWKxGYdM6sxpPXgKso7yXAjqGcY69DxgAPcRjmjZgRM, https://media.licdn.com/dms/image/v2/D5622AQEl4WvvmBWSVA/feedshare-shrink_1280/feedshare-shrink_1280/0/1719031019260?e=1749686400&v=beta&t=W_optsd4UPXhIfbIBhky_4yRdoP7eEm6rq8jjs4AXAI"
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-isbhyderabad-leadershipdevelopment-activity-7203378456192102400-SUuv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-06-03 14:54:16,"We are thrilled to share that Maruti Suzuki India Ltd. recently organized a ‘Promotion and Role Change Workshop’ in collaboration with ISB Executive Education. This three-day residential workshop, held from May 15 to 17, 2024, was designed to enhance leadership competencies, mainly Transformational leadership, Strategic thinking, and Business model innovation, among our recently promoted Vice Presidents and Executive Vice Presidents. The workshop was inaugurated with inspiring addresses from Mr. Randhir Singh Kalsi and Mr. Sanjiv Sinha Mr. Sinha emphasized the importance of creating the right culture at MSIL and urged participants to embody the principles of Creation, Operational Excellence, and Innovation in their roles. Mr. Kalsi shared his invaluable experience and insights, encouraging participants to adopt the mindset of innovation, along-with the existing Kaizen approach; for achieving significant growth. He highlighted the necessity of transforming from managers to true leaders who foster an innovation culture within the organization. Participants were enthusiastic about revisiting the journey of Maruti Suzuki from scratch and discussing the story of conceptualizing different Channels, Value Added Services and developing them into profitable businesses. The workshop received excellent feedback for its content, delivery, and the unique opportunity it provided, for networking and collaboration. We are confident that this workshop by one of India’s leading B-Schools, has equipped our efficient leaders with the leadership mindset to drive Maruti Suzuki to new heights in this dynamic environment.  #marutisuzuki #ISBHyderabad #leadershipdevelopment #strategicthinking #innovation",856,843,3,9,34,4,"https://media.licdn.com/dms/image/v2/D4D22AQGLdHE8C2fBNw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717419253813?e=1749686400&v=beta&t=gY-ccQT7vzb13gqdPv2_WekX7dMD6l4r76U76QpIgng, https://media.licdn.com/dms/image/v2/D4D22AQHRtTs0VGBN_g/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717419253126?e=1749686400&v=beta&t=YhNMc27Zzr8lbB10LOBHI_G_7SlZXEAJAsT_iLa2Hto"
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-iimlucknow-leadershipdevelopment-activity-7201938120743817216-6YCg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-05-30 15:30:53,"We are excited to share that Maruti Suzuki India Ltd recently hosted a transformative two-day residential 'Promotion and Role Change Workshop' at Indian Institute of Management, Lucknow on May 8 and 9! This exclusive event was designed for our newly promoted General Managers, aiming to arm them with cutting-edge leadership skills. The workshop kicked off with an inspiring keynote by Sanjiv Sinha, who energized the room with his call for innovation, strategic thinking, and exemplary leadership. He underscored the importance of fostering a culture of innovation and being true role models. Adding to the excitement, Randhir Singh Kalsi captivated everyone with his vast experience and insights into the rapid changes within the automobile industry. He discussed emerging trends and the nuances of managing multiple generations in the workplace, providing a roadmap to navigate the dynamic, challenging and opportunity-filled automotive landscape in India.  The feedback was phenomenal! Participants were particularly inspired by the real-life stories shared by Mr. Kalsi, finding them incredibly motivating. We're confident that this workshop has empowered our leaders with the skills and insights needed to steer Maruti Suzuki to new heights in the ever-evolving automotive sector.  #marutisuzuki #iimlucknow #leadershipdevelopment #changemanagement #innovationculture",1404,1380,11,10,36,6,"https://media.licdn.com/dms/image/v2/D5622AQEoyhpggsufiw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717075829891?e=1749686400&v=beta&t=J3IF0uhFLgpZL2eRnaJoDPv6-Bjto0eSLJ1RU4scqts, https://media.licdn.com/dms/image/v2/D5622AQEr-BwFj8l7xg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717075846345?e=1749686400&v=beta&t=ZJU0L9GcBNe_eaInhqIkvr8Ia3PVQbpgVCDJPwOeG3I, https://media.licdn.com/dms/image/v2/D5622AQEbQBXE7AIwuw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717075850808?e=1749686400&v=beta&t=qDuGSSORLUxdSTgHhj_Sm161j-R_bE2wUcdtsJAJG2k, https://media.licdn.com/dms/image/v2/D5622AQHtCQDZjRP5CA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717075837164?e=1749686400&v=beta&t=I3-j14oCZcCiRwX0IdsWA8gPVndQNCnrgt_PqPvJ47k"
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-makeinindia-activity-7229448055706595328-6Jka?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-08-14 13:25:33,"Next stop Japan: Draped in pristine white, the first consignment of 1,600+ Fronx vehicles has set sail for Japan’s Toyohashi port from Gujarat’s Pipavav port. Fronx is exclusively manufactured at MSIL’s Gujarat plant.  #MarutiSuzuki is the leading passenger vehicle exporter with a 42%* share in the exports of passenger vehicles from the country. Maruti Suzuki exported a record 70,560 units in Q1 FY 2024-25, the highest ever in any Q1 of the company.  #MakeInIndia  (*Source: SIAM report)",2768,2616,46,98,105,160,https://dms.licdn.com/playlist/vid/v2/D5610AQGRqL4oOZBRWw/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1723634733124?e=1747483200&v=beta&t=RezsnyPdyHKdNGDTc0Ws4_G6ihm7zYVu16pT_qtLNKw
https://www.linkedin.com/posts/cii-northern-region_cii4nr-mobilityrevolution-sustainablemobility-activity-7231977948164022272-e_ly?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-08-21 14:23:30,"""India can achieve its Carbon Neutrality goals and oil import reduction much faster if it encourages all clean technologies for mobility.""  ~ Mr Rahul Bharti, Executive Director, Maruti Suzuki India Limited at the 6th Edition of the Conference on Future of Mobility in India in Gurugram  Sponsors SKF Group | Asahi India Glass Limited (AIS) | JK Tyre & Industries Ltd. | Avalon Consulting | Lucas TVS | MARK EXHAUST SYSTEMS LIMITED | Napino Auto & Electronics Ltd  #CII4NR CIIEvents #MobilityRevolution #SustainableMobility #CII #FutureOfTransportation #ElectricVehicles #AutonomousDriving",126,123,1,0,4,5,https://media.licdn.com/dms/image/v2/D5622AQFvOgsWz3FuzA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1724237905730?e=1749686400&v=beta&t=96ppaIi8pG4iFTl9Nv0XuAd-zNRPu35Okc90hgfCE3w
https://www.linkedin.com/posts/maruti-udyog-limited_customerfirst-activity-7272935804656594944-rNz-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-12-12 12:30:20,"Celebrating 500 NEXA service touchpoints! Guided by our #customerfirst philosophy, we dedicate our 500th NEXA service touchpoint to our valued customers. “Our aim is to expand our service network, from 5,240 to 8,000 by FY 2030-31.” - Hisashi Takeuchi, MD & CEO, Maruti Suzuki India Limited.",558,540,6,10,72,7,https://media.licdn.com/dms/image/v2/D5610AQF1vgTUOnUF9w/image-shrink_1280/image-shrink_1280/0/1734003009775?e=1747483200&v=beta&t=EX_IgNwUDPiIFJNVvSu865icFtr-k5mSnCNypO0qukY
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7269558847353102336-QEyP?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-12-03 04:51:31,"Unfurling the last chapter of LeadXcellence 2.0 - our leadership academia connect series! The young management enthusiasts of  Management Development Institute, Gurgaon are geared up to interact with Mr. Thomas Cheriyan, Executive Vice President, Marketing & Sales, MSIL. Looking forward to another promising session, as we draw the curtains on our incredile LeadXcellence 2.0 journey!  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",210,203,4,1,24,2,https://media.licdn.com/dms/image/v2/D4D22AQELeIIpia63kQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1733197890198?e=1749686400&v=beta&t=zjmgZJcXWKWy_BHfmCsGtXD641EzZSSZ6Z3s2qmrMZ4
https://www.linkedin.com/posts/maruti-udyog-limited_%E0%A4%B8%E0%A4%AE%E0%A4%AF-%E0%A4%AC%E0%A4%A6%E0%A4%B2-%E0%A4%B0%E0%A4%B9-%E0%A4%B9-a-truly-proud-moment-as-activity-7229425819826208769-MBXu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-08-14 11:57:11,"Many thanks Hon'ble Minister. Yes, India' s time has come!   Our Hon'ble PM's vision #MakeInIndia for the world, along with supporting policies and environment for competitive manufacturing ARE TRULY OUR INSPIRATION. MSIL contributes 0.5% of India's merchandise exports. We are committed to scale our exports from 2.8lac vehicles/ year to about 8 lac by 2030 and showcase the excellence of Indian auto manufacturing on the global arena, serving as a shining example of ‘Brand India.’  JAI HIND!",1518,1442,28,43,54,36,
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7262091503567593472-xzib?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-11-12 14:18:57,"We are excited to announce the next session of LeadXcellence 2.0! The bright young students at Indian Institute of Technology, Patna are all geared up to witness an enthralling session by Dr. Shailendra Singh, Executive Vice President, MSIL.  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",234,226,3,4,28,8,https://media.licdn.com/dms/image/v2/D5622AQGKziK_gLdBOA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1731417535951?e=1749686400&v=beta&t=J9UdEG4zzODSxGyYVh9msbKZPCe0AxB6-BJtRbz6X4A
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7259197908632141824-X6wl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-11-04 14:40:50,"Another promising session of LeadXcellence 2.0 awaits as Mr. Thomas Cheriyan, Executive Vice President, Marketing & Sales, MSIL interacts with the young management enthusiasts at Indian Institute of Management Udaipur! We look forward to this interesting confluence where experience meets the talent of the future.  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",292,286,2,2,41,3,https://media.licdn.com/dms/image/v2/D5622AQHkrojHnBBNHQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1730727649591?e=1749686400&v=beta&t=VofuT92g8C-YrIWawk0fxx5lhOPWNbdwHMcqD6FJdCg
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7255069432031420416-aPbl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-24 06:15:45,"We are geared up to witness a captivating session as Mr. Rajesh Uppal, Member Executive Committee, MSIL interacts with the young management students at Symbiosis Institute of Business Management, Pune, presenting them with an unique opportunity to converse with the seasoned leaders of the industry!  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",198,194,2,0,25,1,https://media.licdn.com/dms/image/v2/D4D22AQHct9EJ7EEKCQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1729743344129?e=1749686400&v=beta&t=gIE6zyPy4NnMh3ChiRmV3gJWng8Zm2RlHHCPxuWcAcc
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7254722842221572096-ytZ2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-23 07:18:31,"Another riveting session awaits as Mr. Vipin Garg, Executive Officer, Quality Assurance, MSIL interacts with the brilliant students at Indian Institute of Technology (Banaras Hindu University), Varanasi and shares the story and vision of Maruti Suzuki with them, inspiring them with this leadership anecdotes.  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",255,249,2,2,20,1,https://media.licdn.com/dms/image/v2/D4D22AQFUvPIj-XmCEw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1729660710640?e=1749686400&v=beta&t=hwXsp0S9f1EYaPqw3HpXXVyf35wR20vtUfBQz9eAOMs
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7254155013344657409-31ld?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-21 17:42:10,"Brimming with excitement as we get ready to witness an engaging LeadXcellence 2.0 session by Mr. Rajeev B. ,Executive Vice President, New Projects at Indian Institute of Technology Jodhpur. The session promises to provide the aspiring students a glance into the dynamic world of Maruti Suzuki!  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",283,276,2,2,22,0,https://media.licdn.com/dms/image/v2/D5622AQHGm4fYr7OfDg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1729525329418?e=1749686400&v=beta&t=mVYG3a4Pc2MuZhzpPewWVqAR3ak5hvkGGKUKCqht4L0
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7252564680483713024-TQ9Q?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-17 08:22:45,"The excitement continues as we visit another leading institute National Institute of Technology Calicut, marking the next stop in our LeadXcellence 2.0 journey. Mr. Satish Mohapatra, Executive Vice President, Corporate and Business HR, MSIL is all set to interact with the budding intellects of this college and share the Maruti story with them.    #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",194,186,6,1,23,2,https://media.licdn.com/dms/image/v2/D5622AQEY9-_CUR0ydA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1729146164569?e=1749686400&v=beta&t=XR1apQ-BPLSdJG3Jh5TqyG00KkqQKc-GJnYLiWMH3ic
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7251914998602444802-u-kB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-15 13:21:09,"We are all geared up to experince a captivating session of LeadXcellence 2.0 as Mr. Satish Mohapatra, Executive Vice President, Corporate and Business HR, MSIL interacts with the brilliant young minds at Indian Institute of Management, Kozhikode.  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",185,180,2,2,7,3,https://media.licdn.com/dms/image/v2/D5622AQEc8Hvcd9MOvg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1728991268299?e=1749686400&v=beta&t=CIoUgUWppfgzemmojeMMRaEifAnK_JwdT2fUWsE8LTo
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7250363974330789889-qhJG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-11 06:37:56,"The excitement is palpable as we gear up for another dynamic session of LeadXcellence 2.0! Mr. Pawan Agarwal, Executive Vice President, Logistics is all set to interact with the bright young minds of Malaviya National Institute of Technology Jaipur and inspire them to become the Leaders of Tomorrow.   #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",218,215,1,1,8,2,https://media.licdn.com/dms/image/v2/D5622AQF4JXpEW-ot1A/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1728621475067?e=1749686400&v=beta&t=22kRqfecWR5CR_dZXEkzOV1WHIEBsDyRgRemNETTKn8
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7249283139636715520-f6bq?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-08 07:03:05,"We are excited to witness yet another power-packed session of LeadXcellence 2.0 as Mr. Salil Lal, Executive Officer and CHRO, MSIL interacts with the young leaders at Indian Institute of Management, Lucknow. A perfect confluence where experience meets the talent of the future!  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",293,286,2,4,15,4,https://media.licdn.com/dms/image/v2/D5622AQFh8VAYdRW8vA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1728363784030?e=1749686400&v=beta&t=CqMg0obTZA77p-aZXIA0xRu1xoLUKlMOpUezBgwtACU
https://www.linkedin.com/posts/maruti-udyog-limited_marutisuzuki-lifeatmaruti-leadxcellence-activity-7246737042989088768-9_KZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFqVlKgBLydr0wjoTL7fFQe-iuwzcDXwfXI,2024-10-01 06:25:48,"It just keeps getting better! We are ready to witness yet another interesting and empowering session as Mr. Alok Jaitley meets the bright young minds at Netaji Subhas University of Technology (NSUT, Formerly NSIT). We are also pleased to welcome the students from Delhi Technological University (Formerly DCE) to the session.  #MarutiSuzuki #Lifeatmaruti #LeadXcellence #Revvup2future #MBA #Engineering  #Campusplacements #Placements #Campus #inspiringinnovation",134,133,0,0,4,1,https://media.licdn.com/dms/image/v2/D5622AQH8cybBu2lqqQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1727756747560?e=1749686400&v=beta&t=5GvjiKuKpBUPekbxgbZkNxTEKzbLUUQ17U2Qa3xp4ME
